,bullishness,fract_negative,fract_positive,n_negative,n_positive,n_token,rating,style
27984,0.015,0.06451612903225806,0.08064516129032258,4,5,62,3.2,English India Pale Ale (IPA)
27985,0.0377,0.009708737864077669,0.04854368932038835,1,5,103,3.13,English India Pale Ale (IPA)
27986,-0.0063,0.05333333333333334,0.04666666666666667,8,7,150,3.35,English India Pale Ale (IPA)
27987,0.059,0.0111731843575419,0.07262569832402235,2,13,179,3.58,English India Pale Ale (IPA)
27988,0.0357,0.024844720496894408,0.062111801242236024,4,10,161,3.46,English India Pale Ale (IPA)
27989,0.0574,0.025252525252525252,0.08585858585858586,5,17,198,3.97,English India Pale Ale (IPA)
27990,0.0206,0.03225806451612903,0.053763440860215055,3,5,93,3.36,English India Pale Ale (IPA)
27991,0.0113,0.047619047619047616,0.05952380952380952,4,5,84,3.06,English India Pale Ale (IPA)
27992,0.069,0.024390243902439025,0.0975609756097561,2,8,82,3.2,English India Pale Ale (IPA)
27993,0.0289,0.02575107296137339,0.055793991416309016,6,13,233,4.02,English India Pale Ale (IPA)
27994,0.042,0.029411764705882353,0.07352941176470588,4,10,136,3.39,English India Pale Ale (IPA)
27995,0.0063,0.046357615894039736,0.052980132450331126,7,8,151,3.71,English India Pale Ale (IPA)
27996,0.0323,0.0,0.03278688524590164,0,2,61,3.62,English India Pale Ale (IPA)
27997,0.0268,0.016574585635359115,0.04419889502762431,3,8,181,3.53,English India Pale Ale (IPA)
27998,0.0132,0.0,0.013333333333333334,0,1,75,3.26,English India Pale Ale (IPA)
27999,0.0371,0.016483516483516484,0.054945054945054944,3,10,182,4.19,English India Pale Ale (IPA)
28000,0.078,0.0,0.08108108108108109,0,9,111,4.1,English India Pale Ale (IPA)
28001,-0.0351,0.03571428571428571,0.0,1,0,28,3.08,English India Pale Ale (IPA)
28002,0.069,0.012048192771084338,0.08433734939759036,1,7,83,3.58,English India Pale Ale (IPA)
28003,0.0082,0.05172413793103448,0.0603448275862069,12,14,232,3.03,English India Pale Ale (IPA)
28004,0.025,0.01935483870967742,0.04516129032258064,3,7,155,4.54,English India Pale Ale (IPA)
28005,0.0594,0.010309278350515464,0.07216494845360824,1,7,97,3.15,English India Pale Ale (IPA)
28006,0.1082,0.0,0.11428571428571428,0,4,35,3.7,English India Pale Ale (IPA)
28007,0.0465,0.016129032258064516,0.06451612903225806,1,4,62,3.68,English India Pale Ale (IPA)
28008,-0.0313,0.04838709677419355,0.016129032258064516,6,2,124,1.72,English India Pale Ale (IPA)
28009,0.0708,0.009259259259259259,0.08333333333333333,1,9,108,3.8,English India Pale Ale (IPA)
28010,0.0392,0.011560693641618497,0.05202312138728324,2,9,173,2.82,English India Pale Ale (IPA)
28011,0.077,0.0,0.08,0,4,50,3.81,English India Pale Ale (IPA)
28012,0.0671,0.02857142857142857,0.1,2,7,70,3.48,English India Pale Ale (IPA)
28013,0.0,0.05084745762711865,0.05084745762711865,3,3,59,2.8,English India Pale Ale (IPA)
28014,0.0791,0.011904761904761904,0.09523809523809523,1,8,84,4.16,English India Pale Ale (IPA)
28015,0.0918,0.0196078431372549,0.11764705882352941,2,12,102,3.6,English India Pale Ale (IPA)
28016,0.0655,0.015873015873015872,0.08465608465608465,3,16,189,3.91,English India Pale Ale (IPA)
28017,0.0665,0.004608294930875576,0.07373271889400922,1,16,217,4.12,English India Pale Ale (IPA)
28018,0.0282,0.014492753623188406,0.043478260869565216,1,3,69,3.51,English India Pale Ale (IPA)
28019,0.036,0.02040816326530612,0.05782312925170068,6,17,294,4.15,English India Pale Ale (IPA)
28020,-0.0494,0.09210526315789473,0.039473684210526314,7,3,76,3.0,English India Pale Ale (IPA)
28021,0.0625,0.0,0.06451612903225806,0,4,62,4.0,English India Pale Ale (IPA)
28022,0.0483,0.030612244897959183,0.08163265306122448,3,8,98,3.23,English India Pale Ale (IPA)
28023,0.045,0.023529411764705882,0.07058823529411765,2,6,85,3.17,English India Pale Ale (IPA)
28024,0.0239,0.0,0.024193548387096774,0,3,124,3.56,English India Pale Ale (IPA)
28025,0.0652,0.011363636363636364,0.07954545454545454,1,7,88,3.41,English India Pale Ale (IPA)
28026,0.0796,0.005952380952380952,0.08928571428571429,1,15,168,3.63,English India Pale Ale (IPA)
28027,0.0,0.03125,0.03125,2,2,64,3.2,English India Pale Ale (IPA)
28028,0.036,0.018691588785046728,0.056074766355140186,2,6,107,3.31,English India Pale Ale (IPA)
28029,0.0251,0.017241379310344827,0.04310344827586207,2,5,116,2.72,English India Pale Ale (IPA)
28030,0.1178,0.0,0.125,0,8,64,3.12,English India Pale Ale (IPA)
28031,0.009,0.04716981132075472,0.05660377358490566,5,6,106,3.2,English India Pale Ale (IPA)
28032,0.0667,0.0,0.06896551724137931,0,2,29,3.53,English India Pale Ale (IPA)
28033,0.0,0.046875,0.046875,6,6,128,3.73,English India Pale Ale (IPA)
28034,0.0284,0.014598540145985401,0.043795620437956206,2,6,137,3.78,English India Pale Ale (IPA)
28035,0.0354,0.01834862385321101,0.05504587155963303,2,6,109,3.5,English India Pale Ale (IPA)
28036,0.0161,0.01646090534979424,0.03292181069958848,4,8,243,3.38,English India Pale Ale (IPA)
28037,0.0671,0.014084507042253521,0.08450704225352113,1,6,71,4.03,English India Pale Ale (IPA)
28038,0.0513,0.01646090534979424,0.06995884773662552,4,17,243,3.18,English India Pale Ale (IPA)
28039,0.0537,0.016,0.072,2,9,125,3.25,English India Pale Ale (IPA)
28040,0.1008,0.015384615384615385,0.12307692307692308,1,8,65,3.84,English India Pale Ale (IPA)
28041,-0.0278,0.04285714285714286,0.014285714285714285,3,1,70,2.18,English India Pale Ale (IPA)
28042,0.0,0.0,0.0,0,0,23,3.28,English India Pale Ale (IPA)
28043,-0.0269,0.0761904761904762,0.047619047619047616,8,5,105,3.45,English India Pale Ale (IPA)
28044,0.0572,0.009900990099009901,0.06930693069306931,1,7,101,3.08,English India Pale Ale (IPA)
28045,0.0127,0.03289473684210526,0.046052631578947366,5,7,152,3.63,English India Pale Ale (IPA)
28046,0.036,0.018691588785046728,0.056074766355140186,2,6,107,3.1,English India Pale Ale (IPA)
28047,0.0215,0.045454545454545456,0.06818181818181818,2,3,44,3.01,English India Pale Ale (IPA)
28048,0.013,0.033783783783783786,0.0472972972972973,5,7,148,3.9,English India Pale Ale (IPA)
28049,0.1001,0.0,0.10526315789473684,0,6,57,3.54,English India Pale Ale (IPA)
28050,0.0324,0.04597701149425287,0.08045977011494253,4,7,87,3.77,English India Pale Ale (IPA)
28051,0.0715,0.0125,0.0875,1,7,80,4.15,English India Pale Ale (IPA)
28052,0.0887,0.021052631578947368,0.11578947368421053,2,11,95,3.48,English India Pale Ale (IPA)
28053,0.0606,0.02127659574468085,0.0851063829787234,1,4,47,3.5,English India Pale Ale (IPA)
28054,0.0541,0.014084507042253521,0.07042253521126761,2,10,142,3.33,English India Pale Ale (IPA)
28055,0.0267,0.0136986301369863,0.0410958904109589,1,3,73,2.9,English India Pale Ale (IPA)
28056,0.0193,0.04054054054054054,0.060810810810810814,6,9,148,3.0,English India Pale Ale (IPA)
28057,-0.0119,0.036885245901639344,0.02459016393442623,18,12,488,1.43,English India Pale Ale (IPA)
28058,0.0171,0.03571428571428571,0.05357142857142857,4,6,112,3.33,English India Pale Ale (IPA)
28059,0.1335,0.024390243902439025,0.17073170731707318,1,7,41,3.52,English India Pale Ale (IPA)
28060,0.0252,0.026143790849673203,0.05228758169934641,4,8,153,3.51,English India Pale Ale (IPA)
28061,0.0602,0.015748031496062992,0.07874015748031496,4,20,254,3.8,English India Pale Ale (IPA)
28062,0.0323,0.03389830508474576,0.06779661016949153,2,4,59,2.82,English India Pale Ale (IPA)
28063,0.08,0.0,0.08333333333333333,0,3,36,4.5,English India Pale Ale (IPA)
28064,0.0453,0.009345794392523364,0.056074766355140186,1,6,107,3.59,English India Pale Ale (IPA)
28065,0.0377,0.0,0.038461538461538464,0,2,52,3.25,English India Pale Ale (IPA)
28066,0.0299,0.023255813953488372,0.05426356589147287,3,7,129,3.07,English India Pale Ale (IPA)
28067,0.0355,0.012195121951219513,0.04878048780487805,1,4,82,3.18,English India Pale Ale (IPA)
28068,0.0526,0.0,0.05405405405405406,0,2,37,4.2,English India Pale Ale (IPA)
28069,0.0152,0.031496062992125984,0.047244094488188976,4,6,127,2.53,English India Pale Ale (IPA)
28070,0.0175,0.018018018018018018,0.036036036036036036,2,4,111,3.42,English India Pale Ale (IPA)
28071,0.0299,0.015384615384615385,0.046153846153846156,1,3,65,4.35,English India Pale Ale (IPA)
28072,0.0426,0.022222222222222223,0.06666666666666667,2,6,90,3.58,English India Pale Ale (IPA)
28073,0.0572,0.024096385542168676,0.08433734939759036,2,7,83,3.38,English India Pale Ale (IPA)
28074,0.0265,0.02054794520547945,0.04794520547945205,3,7,146,3.53,English India Pale Ale (IPA)
28075,0.0,0.03125,0.03125,1,1,32,2.56,English India Pale Ale (IPA)
28076,0.0588,0.0,0.06060606060606061,0,6,99,3.58,English India Pale Ale (IPA)
28077,0.0083,0.02127659574468085,0.029787234042553193,5,7,235,2.65,English India Pale Ale (IPA)
28078,0.0518,0.021739130434782608,0.07608695652173914,2,7,92,4.02,English India Pale Ale (IPA)
28079,0.1014,0.013513513513513514,0.12162162162162163,1,9,74,3.65,English India Pale Ale (IPA)
28080,0.0436,0.00641025641025641,0.05128205128205128,1,8,156,4.18,English India Pale Ale (IPA)
28081,0.037,0.0,0.03773584905660377,0,4,106,3.39,English India Pale Ale (IPA)
28082,0.0453,0.04854368932038835,0.0970873786407767,5,10,103,2.53,English India Pale Ale (IPA)
28083,0.0408,0.0,0.041666666666666664,0,5,120,4.1,English India Pale Ale (IPA)
28084,0.0733,0.0,0.07608695652173914,0,7,92,3.52,English India Pale Ale (IPA)
28085,-0.019,0.0707070707070707,0.050505050505050504,7,5,99,2.01,English India Pale Ale (IPA)
28086,0.0465,0.043478260869565216,0.09316770186335403,7,15,161,3.58,English India Pale Ale (IPA)
28087,0.0671,0.0,0.06944444444444445,0,5,72,3.5,English India Pale Ale (IPA)
28088,0.0317,0.01639344262295082,0.04918032786885246,2,6,122,3.68,English India Pale Ale (IPA)
28089,0.131,0.0,0.14,0,7,50,4.35,English India Pale Ale (IPA)
28090,0.0465,0.012048192771084338,0.060240963855421686,1,5,83,4.07,English India Pale Ale (IPA)
28091,0.0488,0.01694915254237288,0.06779661016949153,1,4,59,3.63,English India Pale Ale (IPA)
28092,0.0121,0.018633540372670808,0.031055900621118012,3,5,161,4.1,English India Pale Ale (IPA)
28093,0.0765,0.0,0.07954545454545454,0,7,88,3.82,English India Pale Ale (IPA)
28094,-0.0082,0.0423728813559322,0.03389830508474576,5,4,118,3.58,English India Pale Ale (IPA)
28095,0.0311,0.010638297872340425,0.0425531914893617,1,4,94,3.07,English India Pale Ale (IPA)
28096,0.0683,0.01020408163265306,0.08163265306122448,1,8,98,3.55,English India Pale Ale (IPA)
28097,0.0396,0.020618556701030927,0.061855670103092786,2,6,97,3.81,English India Pale Ale (IPA)
28098,0.0301,0.0234375,0.0546875,3,7,128,3.4,English India Pale Ale (IPA)
28099,0.0155,0.04918032786885246,0.06557377049180328,3,4,61,3.18,English India Pale Ale (IPA)
28100,0.0892,0.0,0.09333333333333334,0,7,75,3.44,English India Pale Ale (IPA)
28101,0.0541,0.02857142857142857,0.08571428571428572,1,3,35,3.53,English India Pale Ale (IPA)
28102,0.0508,0.02127659574468085,0.07446808510638298,2,7,94,3.23,English India Pale Ale (IPA)
28103,0.0187,0.02912621359223301,0.04854368932038835,3,5,103,3.16,English India Pale Ale (IPA)
28104,0.0839,0.0,0.0875,0,7,80,3.72,English India Pale Ale (IPA)
28105,0.018,0.028037383177570093,0.04672897196261682,3,5,107,3.28,English India Pale Ale (IPA)
28106,0.0255,0.017543859649122806,0.043859649122807015,4,10,228,3.85,English India Pale Ale (IPA)
28107,0.0445,0.03125,0.078125,2,5,64,3.11,English India Pale Ale (IPA)
28108,0.0408,0.008403361344537815,0.05042016806722689,1,6,119,3.23,English India Pale Ale (IPA)
28109,0.0564,0.00975609756097561,0.06829268292682927,2,14,205,3.46,English India Pale Ale (IPA)
28110,0.0394,0.005780346820809248,0.046242774566473986,1,8,173,3.28,English India Pale Ale (IPA)
28111,-0.0108,0.0449438202247191,0.033707865168539325,4,3,89,3.93,English India Pale Ale (IPA)
28112,0.0264,0.03103448275862069,0.05862068965517241,9,17,290,3.26,English India Pale Ale (IPA)
28113,0.0204,0.031914893617021274,0.05319148936170213,3,5,94,3.85,English India Pale Ale (IPA)
28114,0.0,0.02857142857142857,0.02857142857142857,2,2,70,3.26,English India Pale Ale (IPA)
28115,0.0,0.023809523809523808,0.023809523809523808,1,1,42,3.83,English India Pale Ale (IPA)
28116,0.0059,0.03048780487804878,0.036585365853658534,5,6,164,3.4,English India Pale Ale (IPA)
28117,0.052,0.0,0.05333333333333334,0,4,75,3.55,English India Pale Ale (IPA)
28118,-0.022,0.022222222222222223,0.0,1,0,45,2.9,English India Pale Ale (IPA)
28119,0.0382,0.022727272727272728,0.0625,4,11,176,3.75,English India Pale Ale (IPA)
28120,0.0323,0.0,0.03278688524590164,0,4,122,3.03,English India Pale Ale (IPA)
28121,0.061,0.016835016835016835,0.08080808080808081,5,24,297,3.68,English India Pale Ale (IPA)
28122,0.0972,0.0,0.10204081632653061,0,10,98,3.85,English India Pale Ale (IPA)
28123,0.0887,0.010416666666666666,0.10416666666666667,1,10,96,3.75,English India Pale Ale (IPA)
28124,0.0575,0.013333333333333334,0.07333333333333333,2,11,150,3.43,English India Pale Ale (IPA)
28125,0.0385,0.009900990099009901,0.04950495049504951,1,5,101,2.8,English India Pale Ale (IPA)
28126,0.0541,0.011235955056179775,0.06741573033707865,1,6,89,3.56,English India Pale Ale (IPA)
28127,0.0405,0.006944444444444444,0.04861111111111111,1,7,144,3.15,English India Pale Ale (IPA)
28128,0.0055,0.022727272727272728,0.028409090909090908,4,5,176,2.96,English India Pale Ale (IPA)
28129,-0.014,0.03597122302158273,0.02158273381294964,5,3,139,3.65,English India Pale Ale (IPA)
28130,0.0361,0.03375527426160337,0.07172995780590717,8,17,237,3.32,English India Pale Ale (IPA)
28131,0.05,0.02247191011235955,0.0749063670411985,6,20,267,3.51,English India Pale Ale (IPA)
28132,0.0438,0.015151515151515152,0.06060606060606061,1,4,66,3.77,English India Pale Ale (IPA)
28133,0.037,0.025806451612903226,0.06451612903225806,4,10,155,3.3,English India Pale Ale (IPA)
28134,0.075,0.0,0.07792207792207792,0,6,77,3.63,English India Pale Ale (IPA)
28135,0.0425,0.011382113821138212,0.055284552845528454,7,34,615,3.53,English India Pale Ale (IPA)
28136,0.0317,0.0,0.03225806451612903,0,1,31,3.83,English India Pale Ale (IPA)
28137,0.038,0.04032258064516129,0.08064516129032258,5,10,124,3.34,English India Pale Ale (IPA)
28138,0.2384,0.0,0.2692307692307692,0,7,26,4.5,English India Pale Ale (IPA)
28139,0.0935,0.0,0.09803921568627451,0,5,51,3.75,English India Pale Ale (IPA)
28140,0.0757,0.0,0.07865168539325842,0,7,89,3.8,English India Pale Ale (IPA)
28141,0.0488,0.012658227848101266,0.06329113924050633,1,5,79,4.03,English India Pale Ale (IPA)
28142,-0.0187,0.038461538461538464,0.019230769230769232,2,1,52,3.4,English India Pale Ale (IPA)
28143,0.0585,0.012195121951219513,0.07317073170731707,2,12,164,3.44,English India Pale Ale (IPA)
28144,0.0354,0.02304147465437788,0.059907834101382486,5,13,217,3.84,English India Pale Ale (IPA)
28145,0.0375,0.03289473684210526,0.07236842105263158,5,11,152,3.62,English India Pale Ale (IPA)
28146,0.0339,0.0,0.034482758620689655,0,3,87,3.11,English India Pale Ale (IPA)
28147,0.1201,0.0,0.1276595744680851,0,6,47,3.36,English India Pale Ale (IPA)
28148,0.05,0.008620689655172414,0.0603448275862069,1,7,116,2.46,English India Pale Ale (IPA)
28149,0.038,0.013071895424836602,0.05228758169934641,2,8,153,3.84,English India Pale Ale (IPA)
28150,0.1112,0.0,0.11764705882352941,0,8,68,4.18,English India Pale Ale (IPA)
28151,0.0438,0.0,0.04477611940298507,0,3,67,3.82,English India Pale Ale (IPA)
28152,-0.0185,0.0379746835443038,0.0189873417721519,6,3,158,2.63,English India Pale Ale (IPA)
28153,0.0144,0.024752475247524754,0.039603960396039604,5,8,202,3.95,English India Pale Ale (IPA)
28154,-0.026,0.05405405405405406,0.02702702702702703,4,2,74,1.6,English India Pale Ale (IPA)
28155,0.0993,0.008771929824561403,0.11403508771929824,1,13,114,3.75,English India Pale Ale (IPA)
28156,0.0449,0.018691588785046728,0.06542056074766354,2,7,107,3.08,English India Pale Ale (IPA)
28157,0.044,0.015228426395939087,0.06091370558375635,3,12,197,4.24,English India Pale Ale (IPA)
28158,0.0113,0.011494252873563218,0.022988505747126436,1,2,87,3.3,English India Pale Ale (IPA)
28159,0.0625,0.03333333333333333,0.1,6,18,180,3.65,English India Pale Ale (IPA)
28160,-0.0241,0.06329113924050633,0.0379746835443038,5,3,79,3.4,English India Pale Ale (IPA)
28161,0.0361,0.012396694214876033,0.049586776859504134,3,12,242,3.86,English India Pale Ale (IPA)
28162,0.0233,0.032520325203252036,0.056910569105691054,4,7,123,3.68,English India Pale Ale (IPA)
28163,0.0,0.02702702702702703,0.02702702702702703,3,3,111,3.44,English India Pale Ale (IPA)
28164,0.043,0.02247191011235955,0.06741573033707865,2,6,89,4.25,English India Pale Ale (IPA)
28165,0.0366,0.007518796992481203,0.045112781954887216,1,6,133,3.9,English India Pale Ale (IPA)
28166,0.0522,0.01818181818181818,0.07272727272727272,1,4,55,3.62,English India Pale Ale (IPA)
28167,0.0453,0.01171875,0.05859375,3,15,256,3.35,English India Pale Ale (IPA)
28168,0.0277,0.004694835680751174,0.03286384976525822,1,7,213,3.72,English India Pale Ale (IPA)
28169,0.0394,0.02577319587628866,0.06701030927835051,5,13,194,3.78,English India Pale Ale (IPA)
28170,0.0535,0.010101010101010102,0.06565656565656566,2,13,198,3.87,English India Pale Ale (IPA)
28171,0.0129,0.0,0.012987012987012988,0,1,77,2.63,English India Pale Ale (IPA)
28172,-0.0241,0.05,0.025,4,2,80,1.92,English India Pale Ale (IPA)
28173,-0.0085,0.06306306306306306,0.05405405405405406,7,6,111,3.34,English India Pale Ale (IPA)
28174,0.015,0.03937007874015748,0.05511811023622047,5,7,127,3.23,English India Pale Ale (IPA)
28175,0.015,0.03125,0.046875,2,3,64,2.55,English India Pale Ale (IPA)
28176,-0.0054,0.03333333333333333,0.027777777777777776,6,5,180,3.33,English India Pale Ale (IPA)
28177,0.0209,0.0070921985815602835,0.028368794326241134,1,4,141,3.18,English India Pale Ale (IPA)
28178,0.0244,0.02531645569620253,0.05063291139240506,2,4,79,3.05,English India Pale Ale (IPA)
28179,-0.0385,0.0392156862745098,0.0,2,0,51,2.98,English India Pale Ale (IPA)
28180,0.0729,0.02586206896551724,0.10344827586206896,3,12,116,3.42,English India Pale Ale (IPA)
28181,0.027,0.03546099290780142,0.06382978723404255,10,18,282,4.12,English India Pale Ale (IPA)
28182,-0.005,0.06878306878306878,0.06349206349206349,13,12,189,3.0,English India Pale Ale (IPA)
28183,-0.007,0.06666666666666667,0.05925925925925926,9,8,135,3.54,English India Pale Ale (IPA)
28184,0.0177,0.009009009009009009,0.02702702702702703,1,3,111,2.97,English India Pale Ale (IPA)
28185,0.0217,0.013333333333333334,0.035555555555555556,3,8,225,2.15,English India Pale Ale (IPA)
28186,0.0603,0.03205128205128205,0.09615384615384616,5,15,156,3.93,English India Pale Ale (IPA)
28187,0.0481,0.02158273381294964,0.07194244604316546,3,10,139,3.5,English India Pale Ale (IPA)
28188,0.0067,0.034722222222222224,0.041666666666666664,5,6,144,2.73,English India Pale Ale (IPA)
28189,0.056,0.005263157894736842,0.06315789473684211,1,12,190,3.53,English India Pale Ale (IPA)
28190,0.0,0.031746031746031744,0.031746031746031744,2,2,63,2.85,English India Pale Ale (IPA)
28191,0.0274,0.009345794392523364,0.037383177570093455,2,8,214,3.3,English India Pale Ale (IPA)
28192,0.0667,0.03571428571428571,0.10714285714285714,3,9,84,3.63,English India Pale Ale (IPA)
28193,0.0,0.05,0.05,3,3,60,3.25,English India Pale Ale (IPA)
28194,0.0244,0.02531645569620253,0.05063291139240506,2,4,79,3.01,English India Pale Ale (IPA)
28195,0.0087,0.017777777777777778,0.02666666666666667,4,6,225,1.98,English India Pale Ale (IPA)
28196,0.0238,0.012195121951219513,0.036585365853658534,1,3,82,2.5,English India Pale Ale (IPA)
28197,0.0,0.03389830508474576,0.03389830508474576,2,2,59,2.7,English India Pale Ale (IPA)
28198,0.0347,0.017964071856287425,0.05389221556886228,3,9,167,2.75,English India Pale Ale (IPA)
28199,0.0085,0.017391304347826087,0.02608695652173913,2,3,115,2.98,English India Pale Ale (IPA)
28200,0.0222,0.022988505747126436,0.04597701149425287,2,4,87,3.52,English India Pale Ale (IPA)
28201,0.0,0.032679738562091505,0.032679738562091505,5,5,153,2.61,English India Pale Ale (IPA)
28202,0.0125,0.019230769230769232,0.03205128205128205,3,5,156,2.73,English India Pale Ale (IPA)
28203,0.0208,0.021505376344086023,0.043010752688172046,2,4,93,3.1,English India Pale Ale (IPA)
28204,0.0202,0.010309278350515464,0.030927835051546393,1,3,97,3.0,English India Pale Ale (IPA)
28205,0.1054,0.01020408163265306,0.12244897959183673,1,12,98,3.58,English India Pale Ale (IPA)
28206,0.0274,0.014084507042253521,0.04225352112676056,1,3,71,2.38,English India Pale Ale (IPA)
28207,0.0588,0.015384615384615385,0.07692307692307693,1,5,65,3.32,English India Pale Ale (IPA)
28208,0.0,0.024390243902439025,0.024390243902439025,3,3,123,2.98,English India Pale Ale (IPA)
28209,0.0251,0.02608695652173913,0.05217391304347826,3,6,115,2.97,English India Pale Ale (IPA)
28210,0.0335,0.011494252873563218,0.04597701149425287,1,4,87,3.1,English India Pale Ale (IPA)
28211,-0.0073,0.06976744186046512,0.06201550387596899,9,8,129,2.18,English India Pale Ale (IPA)
28212,0.0426,0.017699115044247787,0.061946902654867256,2,7,113,4.0,English India Pale Ale (IPA)
28213,0.0103,0.010416666666666666,0.020833333333333332,1,2,96,2.88,English India Pale Ale (IPA)
28214,0.0211,0.012987012987012988,0.03463203463203463,3,8,231,3.08,English India Pale Ale (IPA)
28215,0.0217,0.011111111111111112,0.03333333333333333,1,3,90,2.75,English India Pale Ale (IPA)
28216,-0.0175,0.054878048780487805,0.036585365853658534,9,6,164,3.08,English India Pale Ale (IPA)
28217,0.0132,0.013513513513513514,0.02702702702702703,1,2,74,2.92,English India Pale Ale (IPA)
28218,0.0198,0.030927835051546393,0.05154639175257732,3,5,97,2.92,English India Pale Ale (IPA)
28219,0.0,0.037037037037037035,0.037037037037037035,3,3,81,3.76,English India Pale Ale (IPA)
28220,0.0279,0.009523809523809525,0.0380952380952381,1,4,105,3.04,English India Pale Ale (IPA)
28221,-0.0348,0.07339449541284404,0.03669724770642202,8,4,109,1.69,English India Pale Ale (IPA)
28222,0.0325,0.01680672268907563,0.05042016806722689,2,6,119,1.95,English India Pale Ale (IPA)
28223,0.081,0.012195121951219513,0.0975609756097561,1,8,82,3.3,English India Pale Ale (IPA)
28224,0.0096,0.029850746268656716,0.03980099502487562,6,8,201,3.5,English India Pale Ale (IPA)
28225,0.0154,0.015748031496062992,0.031496062992125984,2,4,127,3.07,English India Pale Ale (IPA)
28226,0.051,0.02,0.07333333333333333,3,11,150,3.24,English India Pale Ale (IPA)
28227,0.0339,0.011627906976744186,0.046511627906976744,1,4,86,2.83,English India Pale Ale (IPA)
28228,0.019,0.014634146341463415,0.03414634146341464,3,7,205,3.43,English India Pale Ale (IPA)
28229,0.0098,0.041025641025641026,0.05128205128205128,8,10,195,3.25,English India Pale Ale (IPA)
28230,0.0368,0.012658227848101266,0.05063291139240506,2,8,158,3.18,English India Pale Ale (IPA)
28231,0.0091,0.0380952380952381,0.047619047619047616,4,5,105,3.0,English India Pale Ale (IPA)
28232,0.0,0.058823529411764705,0.058823529411764705,8,8,136,2.42,English India Pale Ale (IPA)
28233,0.0483,0.011111111111111112,0.06111111111111111,2,11,180,3.1,English India Pale Ale (IPA)
28234,0.027,0.04285714285714286,0.07142857142857142,3,5,70,4.4,English India Pale Ale (IPA)
28235,0.0331,0.043859649122807015,0.07894736842105263,5,9,114,2.93,English India Pale Ale (IPA)
28236,0.0421,0.03333333333333333,0.07777777777777778,3,7,90,3.38,English India Pale Ale (IPA)
28237,0.0261,0.027210884353741496,0.05442176870748299,4,8,147,2.51,English India Pale Ale (IPA)
28238,0.0299,0.0,0.030303030303030304,0,2,66,3.88,English India Pale Ale (IPA)
28239,0.0,0.017964071856287425,0.017964071856287425,3,3,167,2.92,English India Pale Ale (IPA)
28240,0.0233,0.011904761904761904,0.03571428571428571,1,3,84,3.89,English India Pale Ale (IPA)
28241,0.1105,0.013157894736842105,0.13157894736842105,1,10,76,3.0,English India Pale Ale (IPA)
28242,0.0,0.056,0.056,7,7,125,2.87,English India Pale Ale (IPA)
28243,0.0408,0.043478260869565216,0.08695652173913043,5,10,115,2.85,English India Pale Ale (IPA)
28244,0.02,0.05319148936170213,0.07446808510638298,5,7,94,2.87,English India Pale Ale (IPA)
28245,0.0392,0.008064516129032258,0.04838709677419355,1,6,124,2.48,English India Pale Ale (IPA)
28246,0.0163,0.016666666666666666,0.03333333333333333,1,2,60,2.55,English India Pale Ale (IPA)
28247,0.045,0.023529411764705882,0.07058823529411765,2,6,85,2.75,English India Pale Ale (IPA)
28248,0.0513,0.0,0.05263157894736842,0,3,57,2.65,English India Pale Ale (IPA)
28249,0.0741,0.0,0.07692307692307693,0,5,65,2.3,English India Pale Ale (IPA)
28250,0.026,0.0,0.02631578947368421,0,2,76,2.15,English India Pale Ale (IPA)
28251,0.0667,0.0,0.06896551724137931,0,4,58,3.06,English India Pale Ale (IPA)
28252,0.0,0.04132231404958678,0.04132231404958678,5,5,121,2.7,English India Pale Ale (IPA)
28253,0.031,0.019230769230769232,0.05128205128205128,3,8,156,2.64,English India Pale Ale (IPA)
28254,0.0252,0.012903225806451613,0.03870967741935484,4,12,310,2.11,English India Pale Ale (IPA)
28255,0.009,0.00909090909090909,0.01818181818181818,1,2,110,2.49,English India Pale Ale (IPA)
28256,0.023,0.014150943396226415,0.03773584905660377,3,8,212,2.32,English India Pale Ale (IPA)
28257,0.1015,0.007692307692307693,0.11538461538461539,1,15,130,3.18,English India Pale Ale (IPA)
28258,0.0422,0.012461059190031152,0.056074766355140186,4,18,321,2.0,English India Pale Ale (IPA)
28259,0.0328,0.038461538461538464,0.07307692307692308,10,19,260,3.12,English India Pale Ale (IPA)
28260,0.0084,0.017241379310344827,0.02586206896551724,2,3,116,3.05,English India Pale Ale (IPA)
28261,0.0247,0.01694915254237288,0.0423728813559322,2,5,118,3.03,English India Pale Ale (IPA)
28262,0.0616,0.0,0.06349206349206349,0,8,126,2.56,English India Pale Ale (IPA)
28263,0.0594,0.020833333333333332,0.08333333333333333,3,12,144,3.9,English India Pale Ale (IPA)
28264,-0.0088,0.02702702702702703,0.018018018018018018,3,2,111,2.32,English India Pale Ale (IPA)
28265,-0.0132,0.0410958904109589,0.0273972602739726,3,2,73,2.18,English India Pale Ale (IPA)
28266,-0.0251,0.05217391304347826,0.02608695652173913,6,3,115,2.65,English India Pale Ale (IPA)
28267,0.0274,0.02857142857142857,0.05714285714285714,5,10,175,2.72,English India Pale Ale (IPA)
28268,0.0267,0.0136986301369863,0.0410958904109589,1,3,73,3.3,English India Pale Ale (IPA)
28269,0.0054,0.027932960893854747,0.0335195530726257,5,6,179,2.82,English India Pale Ale (IPA)
28270,-0.0068,0.05,0.04285714285714286,7,6,140,2.54,English India Pale Ale (IPA)
